version_id,lang_code,lang_name,country,abbr,has_text,version_title
2277,rel,Rendille,KE,rel,true,Wori Haaggane Yeesso Kiriisto Miinsan Ayyinti Husube Waakh Enenyet Igooche
3636,cla,Ron,NG,AlisIRonNT,true,Findel i DeeƁwe Ti Alis i Ron
2890,rng,Ronga,MZ;ZA,NTX2007,true,Testamente Ledrimpswha ni Mapsalma
2944,run,Rundi,BI;CD;RW;TZ;UG,RUN1967,true,"Bibliya Yera 1951, 1967 (Burundi)"
3264,run,Rundi,BI;CD;RW;TZ;UG,BKC,true,Bibiliya mu Kirundi coroshe
4577,ruc,Ruuli,UG,RUULI-NYALA,true,Ebitabo abiri n'ebitaanu ebya mu Ndagaano Egiyaaka omu Ruruuli-Runyala
3047,rwk,Rwa,TZ,RWK72,true,MMA SHIYYA
351,kin,Rwandan,BI;CD;RW;TZ;UG,BYSB,true,Bibiliya Yera
387,kin,Rwandan,BI;CD;RW;TZ;UG,BIRD,true,Bibiliya Ijambo ry'imana D
395,kin,Rwandan,BI;CD;RW;TZ;UG,BIR,true,Bibiliya Ijambo ry'imana
430,kin,Rwandan,BI;CD;RW;TZ;UG,KBNT,true,Kinyarwanda Bibiliya Ntagatifu
4638,kin,Rwandan,BI;CD;RW;TZ;UG,Ruf,true,Iseezerano Rishya
2443,sav,Saafi-Saafi,SN,YM,true,Yegɗohiŋ Muci
2365,lsm,Saamia,KE;UG,SAMIA,true,EBBAIBBO EMBOOSI YA NASAAE
2366,lsm,Saamia,KE;UG,SAMDC,true,EBBAIBBO EMBOOSI YA NASAAE EYIRIMO EBITABO BILAANGWA DEUTEROKANONIKO
4396,saa,Saba,TD,KnW,true,Kitap na Wassa
3462,sbk,Safwa,TZ,SBK,true,Ilagano Ipya
4632,sbm,Sagala,TZ,SBV,true,Sagala
3618,tga,Sagalla,KE,SAGALLANT,true,UVORO GHWALOLI KWA WANDU WOSE
3917,ssy,Saho,ER;ET,SCC,true,Saaho Cusub Cahde
4497,shq,Sala,ZM,STP,true,Sala Translation Project
1118,ndi,Samba Leko,CM;NG,SLNT98,true,Núúboòd Gú'dúgke Puu Sambə́ Nwɔŋú bìá
3000,saq,Samburu,KE,saq,true,Samburu
3059,sbd,"Samo, Southern",BF,SBPE2011,true,LAWA A BOO SONBORE 2011
3315,sbd,"Samo, Southern",BF,SCE2013,true,LAWA A BOO SONBORE
3433,xsn,Sanga,NG,XSN,true,Luka
1285,sag,Sango,CD;CF;CG;TD,MNF2010,true,Mbeti ti Nzapa - Tënë so amu fini
2815,sbp,Sangu,TZ,Shisangu,true,IShiyanso nu Lufingo uLupya
3604,snq,Sangu,GA,SNQ,true,Sangu: Isangu (snq) NT
1555,msc,Sankaran Maninka,GN;SL,AKS,true,Alla la Kitabu Seniman
445,mwm,Sar,TD,SARDC,true,Bibəl ta Sar̄
446,mwm,Sar,TD,BS,true,Bible sar
3834,asj,Sari,CM,asj,true,Sari
4315,kdg,Seba,CD;ZM,KDG,true,Ikitabo Kitakatifu Seba
3203,sgw,Sebat Bet Gurage,ET,መቅጉ,true,መጣፍ ቅዱስ በጉራጌኛ
2710,sfw,Sehwi,CI;GH,EBP,true,AHYERƐLƐ KRONGRON
4630,sfw,Sehwi,CI;GH,SNT,true,New Testament Bible
1773,lip,Sekpele,GH,LIP,true,Onanto Eto Kakle Fɔfɔ Sɛkpɛle
1796,snw,Selee,GH,snw,true,Selee
4728,snw,Selee,GH,SNW,true,Selee Old Testament
1378,seh,Sena,MW;MZ,sehNT,true,Cibverano Cipsa
2932,seh,Sena,MW;MZ,SEHMAT,true,Mattheo 1911 (Evangelho de S. Mattheus - XiPuthshu)
2933,seh,Sena,MW;MZ,CCHNT13,true,Cibverano Cipsa Cisena 2013
2973,swk,Sena (Malawi),MW;MZ,SenaMw,true,Sena
3751,srr,Serer (Senegal),GM;SN,SRR23,true,NQAARIIT NE ROOG
1053,crs,Seselwa Creole French,SC,BSK,true,Labib An Kreol Seselwa
1054,crs,Seselwa Creole French,SC,BSK,true,Labib An Kreol Seselwa
185,tsn,Setswana,BW;NA;ZA;ZM;ZW,TSW70,true,Setswana 1970
278,tsn,Setswana,BW;NA;ZA;ZM;ZW,TSW08NO,true,BAEBELE e e Boitshepo
1615,tsn,Setswana,BW;NA;ZA;ZM;ZW,LEF,true,Lefoko: La Botshelo Kgolagano e Ntsha
2608,tsn,Setswana,BW;NA;ZA;ZM;ZW,TSN1890,true,Bibela ea Boitsépho 1890 (Sechuana Tlhaping - Moffatt Bible)
3912,tsn,Setswana,BW;NA;ZA;ZM;ZW,CTWB24,true,Contemporary Tswana Bible 2024
4499,sqa,Shama-Sambuga,NG,UAA,true,Shamang New Testament
1811,ksb,Shambala,TZ,KISHNT05,true,Kishambala New Testament 2005
4471,ksb,Shambala,TZ,SHBV,true,Kishambaa
2131,shj,Shatt,SD,SHJ,true,Sorunu Kaläg na Ikä Caning
3179,moy,Shekkacho,ET,ShekAW,true,Shekki-noone Andira Wogo
2617,bun,Sherbro,SL,BUN1839,true,Sherbro Parables in Matthew and Luke 1839
2821,bun,Sherbro,SL,SNT,true,Sherbro New Testament Portions
3953,shr,Shi,BI;CD;RW,MKB,true,BIBLIYA NTAGATIFU OMU MASHI
2156,shk,Shilluk,SD;SS,shkDCB,true,WÄNYI KWËRØ 2011
32,sna,Shona,BW;ZA;ZM;ZW,BDSC,true,Bhaibheri Dzvene MuChiShona Chanhasi
1931,sna,Shona,BW;ZA;ZM;ZW,SUB1949,true,Baiberi Magwaro Matȿene aMŋari 1949 (Doke)
1960,sna,Shona,BW;ZA;ZM;ZW,SNA2002,true,"Shona Bible 1949, revised 2002"
2245,sna,Shona,BW;ZA;ZM;ZW,SCLBC,true,Bhaibhiri Idzva rechiShona rine Dhuterokanonika
2248,sna,Shona,BW;ZA;ZM;ZW,SCLBD,true,Bhaibhiri Idzva rechiShona rine Dhuterokanonika
2262,sna,Shona,BW;ZA;ZM;ZW,SCLB,true,Bhaibhiri Idzva rechiShona
4046,sna,Shona,BW;ZA;ZM;ZW,SUB,true,Shona BIBLE
4498,sna,Shona,BW;ZA;ZM;ZW,KBT,true,KoreKore Bible Translation
4448,bcv,Shoo-Minda-Nye,NG,BLP,true,BANDAWA LANGUAGE PROJECT
3204,sid,Sidamo,ET,QulMax,true,Qullaawa Maxaafa
2553,sil,"Sisaala, Tumulung",GH,SIS,true,WƖA TENIŊ
1738,akp,Siwu,GH,akp,true,Siwu
4726,akp,Siwu,GH,AKP,true,Siwu Old Testament
1256,xog,Soga,UG,Sog,true,Baibuli Ekibono kya Katonda 2014
2447,sby,Soli,ZM,SBT,true,Soli New Testament
87,som,Somali,DJ;ET;KE;SO,SOM08,true,Kitaabka Quduuska Ah
2934,som,Somali,DJ;ET;KE;SO,SOMBIBLE,true,KITAABKA QUDUUSKA AH
3904,som,Somali,DJ;ET;KE;SO,SOM,true,"Marko 1915, Yohana 1929 (Ogaden-Harti Somali)"
4029,som,Somali,DJ;ET;KE;SO,EI,true,Ereyga Illaahey Axdiga Cusub
2630,sor,Somrai,TD,sor,true,Maktubu dɨnə Mãr̰ĩduwa gɨ bii gɨ chibne
1494,sop,Songe,CD,NTLK52,true,KILOMBENO KIHYA KIA NFUMWETU YESU KIDISITU
4330,soo,Songo,CD,SOO,true,Bibiliya la Santu
4571,sod,Songoora,CD,sod,true,Songola Traduction
124,nso,"Sotho, Northern",BW;ZA,NSO51,true,BIBELE
256,nso,"Sotho, Northern",BW;ZA,NSO00,true,BIBELE Taba yea Botse
3854,nso,"Sotho, Northern",BW;ZA,CSEB24,true,Contemporary Sepedi Nothern Sotho Bible 2024
2822,dib,South Central Dinka,SS,CIEC1916,true,Wel puat̤ ci Mak ke gor 1916
2945,dib,South Central Dinka,SS,CIEC1905,true,Uet-Apuaté Etong Luka 1905
550,giz,South Giziga,CM,BEGDC,true,Bible en langue guiziga
450,nbl,South Ndebele,ZA,SND12,true,IsiNdebele 2012 Translation
2148,biv,Southern Birifor,BF;CI;GH,BIV,true,"A Nãaŋmɩn Nɛtɩr Oaalaa Gãn, Bɩrfʊɔr"
4695,biv,Southern Birifor,BF;CI;GH,BIV,true,Birifor Bible
2268,dga,Southern Dagaare,BF;GH,DNTTP,true,Naaŋmen Nɔpaalaa Gane
4573,dga,Southern Dagaare,BF;GH,DGA,true,Naaŋmen Yelbiri Gane
2241,kss,Southern Kisi,GN;LR;SL,YM,true,Yāu̍ Mɛ̄lɛ̄ka̍a̍
1808,nnw,Southern Nuni,BF;GH,nnw,true,"Nuni, Southern"
273,sot,Southern Sotho,LS;ZA,SSO61-SO,true,Sesotho 1909/1961 (SO)
274,sot,Southern Sotho,LS;ZA,SSO89SO,true,BIBELE
3601,sot,Southern Sotho,LS;ZA,SothoNT,true,Baasraak Sotho NT
3845,sot,Southern Sotho,LS;ZA,CSOB24,true,Contemporary Southern Sotho Bible 2024
1311,wib,Southern Toussian,BF;CI,wibDBL,true,wib Nouveau Testament en toussian
484,sxb,Suba,KE;TZ;UG,sxb,true,Endagano Empia
2997,ssc,Suba-Simbiti,TZ,ssc,true,Imuuma Eehya
1512,suk,Sukuma,TZ,SNT00,true,Sukuma New Testament 2000
1517,suk,Sukuma,TZ,SUKBI15,true,Bibilia Ilagano Lya Kale 2015
2684,suk,Sukuma,TZ,SUK60,true,Ilagano Ipya Lya
1145,spp,Supyire Senoufo,BF;CI;ML,spp,true,"Senoufo, Supyire"
3659,suq,Suri,ET;SS,SUQ,true,Suri Latin
1379,sus,Susu (Arabic Script),GN;GW;SL;SN,Soso,true,سٌسٌ كِتَابُييٍ؛ تَوُرٍتَ، يَبُرَ، عِنيِلَ
893,sus,Susu (Roman script),GN;GW;SL;SN,Soso,true,"Soso Kitaabuie: Tawureta, Yabura, Inyila"
2066,sus,Susu (Roman script),GN;GW;SL;SN,SUS1816,true,Lingjili Matthew ki nache 1816
74,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,BHN,true,Biblia Habari Njema
164,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SUV,true,Maandiko Matakatifu ya Mungu Yaitwayo Biblia
393,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,BHND,true,Biblia Habari Njema
1627,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,NEN,true,Neno
1817,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SRUVDC,true,Swahili Revised Union Version
1818,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SRUV,true,Swahili Revised Union Version
2144,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,BHNTLK,true,Biblia Habari Njema: Toleo la Kujifunza
2484,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,TKU,true,Agano Jipya: Tafsiri ya Kusoma-Kwa-Urahisi
2936,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SCLDC10,true,BIBLIA Yenye Vitabu vya Deuterokanoni HABARI NJEMA
2937,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,RSUVDC,true,BIBLIA KISWAHILI
3048,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SWZZB1921,true,New Testament in Swahili (Zanzibar) Revised Edition 1921
3049,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,SRB37,true,Swahili Roehl Bible 1937
4369,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,NENO,true,Neno: Maandiko Matakatifu 2024
604,ssw,Swazi,LS;MZ;SZ;ZA,SWT,true,Siswati 1996 Bible
3032,sef,"Sénoufo, Cebaara",BF;CI;ML,CB10,true,Cebaara Bible 2010
2990,sev,"Sénoufo, Nyarafolo",CI,sev,true,"Sénoufo, Nyarafolo"
3033,tgw,"Sénoufo, Tagwana",CI,NLK10,true,NYƐʔƐLƐ LI KÀYORO
4387,tap,Taabwa,CD;ZM,KBTP,true,Kitaabua New Testament
3070,tcd,Tafi,GH,tcd,true,ONUGBÙ NYƐNYÃ VUVƆ
2138,dav,Taita,KE;TZ,TAITA,true,Biblia Ilagho Jiboie Kwa Wandu Wose
1426,tke,Takwane,MW;MZ,tke,true,Takwane
1797,tlj,Talinga-Bwisi,CD;UG,TLJ,true,Ndaghaano Mpyaka Mu Lubwisi
4129,tlj,Talinga-Bwisi,CD;UG,Lubwisi,true,Ndaghaano Mpyaka na bimui haa Bitabo byꞌomu Ndaghaano Nkulu mu Lubwisi
1144,taq,Tamasheq,BF;ML,taq,true,Tamasheq
1804,tpm,Tampulma,GH,tpmNT,true,Tampulma
3241,tan,Tangale,NG,TANGALE,true,Tangale Bible Portions 1920-28
2807,rif,Tarifit,DZ;ES;MA,RIF,true,Ṯarifiṯ 2020
3113,rif,Tarifit,DZ;ES;MA,ريف,true,ثريفيث 2020
3983,yer,Tarok,NG,YER,true,Tarok Bible
3161,shi,Tashelhayt,DZ;MA,SHILNT10,true,aåaras n-tudrt - injil l-lmasiæ - løhd l-ljdid lli-iskr rbbi å-gras d-bnadm
3162,shi,Tashelhayt,DZ;MA,SHILOT20,true,ssfjjijat f-mddn-inu - arratn imñlayn zå-løhd aqdim lli-iskr rbbi å-gras d-mddn-ns
4058,shi,Tashelhayt,DZ;MA,SHINT10,true,اغاراس ن-تودرت - ءينجيل لّماسيح - لعهد لّجديد لّي-يسكر ربّي غ-گراس د-بنادم
3353,tvs,Taveta,KE;TZ,TAVETA,true,"Sumu Yedi ya Isa Masiya 1906, Kitamo 1897, Malumbo 1905"
3477,teg,Teke-Tege,CG;GA,teg,true,Tege Kiwoyeti (teg) NT Portions
4276,tyx,Teke-Tyee,CG,txy TEC,true,Nsia yi Mbwe
1384,kdh,Tem,BJ;GH;TG,TEM,true,Ɩsɔ́ɔ-dɛ́ɛ Tɔ́m Tákaraɖá
3997,tbt,Tembo,CD,tbt,true,Echilaano Chiyayaya
2576,tex,Tennet,SS,tex,true,Tennet
1317,ted,Tepo Krumen,CI;LR,ted,true,Le Nouveau Testament en langue kroumen tépo
2346,ttr,Tera,NG,ttrNT,true,Mewar Alqawarang
436,teo,Teso,KE;UG,AOV1961,true,Ebaibuli
2938,teo,Teso,KE;UG,TESOP,true,AKITUTUKET NAKITETET (NEPEPEKA ISABULIN KA AWARAGASIA)
2685,tll,Tetela,CD,TLL,true,La Bible en Otetela (Bible K'Ekila) 1991
2206,thk,Tharaka,KE,thk,true,Kîrîîkanîro Kîîyerû
4034,lth,Thur,UG,THUR,true,Buke mökö kï ï Cïk na Cön ëka kï ï Cïk na Nyen
1989,nza,Tigon Mbembe,CM;NG,nzaDBLnt,true,Srakàda Mbɔchù Epokwre
2998,tir,Tigrinya,DJ;ER;ET;SD,ትመ15,true,መፅሓፍ ቅዱስ
3988,tir,Tigrinya,DJ;ER;ET;SD,TIG24,true,Tigrigna:  Contemporary Tigrinya Bible 2024
2952,tem,Timne,GN;SL,TMNNT,true,Ȧŋlemrȧnɛ Ȧfu
2575,tiv,Tiv,CM;NG,TOBNR,true,ICIGHAN BIBILO
3379,tyy,Tiyaa,NG,(Boi) Tiyaa,true,Boi (Tiyaa) NT Portions
1380,tod,Toma,GN;LR,GDZ,true,GALA Daawoo Zɛʋɛi
2974,tog,Tonga (Nyasa),MW,TongaMw,true,Tonga Bible 1986
4664,tog,Tonga (Nyasa),MW,CCTL,true,Cizumano Cipya mu Chitoka-Leya
984,toi,Tonga (Zambia),NA;ZM;ZW,Ibbaib63,true,Ibbaibele 1963
2956,toi,Tonga (Zambia),NA;ZM;ZW,Tonga96,true,Bbaibele
4503,toi,Tonga (Zambia),NA;ZM;ZW,TTP,true,Tonga Translation Project
4504,ttl,Totela,NA;ZM,TBTP,true,Totela
3242,tsa,Tsaangi,CG;GA,TSA,true,Nzuhisini yi Nyatihi
426,kdl,Tsikimba,NG,kdlDBL,true,Tsikimba New Testament
4316,kdl,Tsikimba,NG,KDL,true,Tsikimba OT
429,tsw,Tsishingini,NG,tswNT,true,Tsishingini
4331,tsw,Tsishingini,NG,TSW,true,Tsishingini (tsw) OT
3924,tsv,Tsogo,GA,TSV,true,New Testament in Mitsogo
184,tso,Tsonga,MZ;SZ;ZA;ZW,TSO89,true,BIBELE Mahungu Lamanene
418,tso,Tsonga,MZ;SZ;ZA;ZW,TSO89,true,BIBELE Mahungu Lamanene
607,tso,Tsonga,MZ;SZ;ZA;ZW,TSO29,true,Xitsonga (Bibele)
2939,tso,Tsonga,MZ;SZ;ZA;ZW,NTC2014,true,Testamente Leyimpsha Xichangana
3855,tso,Tsonga,MZ;SZ;ZA;ZW,CTSB24,true,Contemporary Tsonga Bible 2024
2928,lto,Tsotso,KE,LLLPRO,true,"IBIBILIA INDAKATIFU MU LUTIRICHI, LWITAKHO NENDE LWISUKHA"
2941,lto,Tsotso,KE,LLLCATHOLIC,true,"IBIBILIA INDAKATIFU MU LUTIRICHI, LWITAKHO NENDE LWISUKHA"
2902,tsc,Tswa,MZ;ZA;ZW,TSC72,true,Tshwa Bible
1309,ttq,Tuareg,BF;ML;NE;NG,TTQ,true,Ǝlinjil ǝn Ɣaysa Ǝlmǝsix
1321,ttq,Tuareg,BF;ML;NE;NG,TTQtg,true,ⵍⵍ ⵢⵙⴰ ⵍⵎⵙⵈ
2424,thv,Tuareg,DZ;LY;ML;NE;NG,thv,true,Awal n Messineɣ s Tamahaq
4514,bag,Tuki,CM,tii,true,Tuki
1920,tul,Tula,NG,Tula,true,Bwaki Kifwiyang
1961,tum,Tumbuka,MW;ZM,Tumbuka,true,New Tumbuka Bible
2623,tvu,Tunen,CM,tvu,true,Hɛtɔnyɛ́ Hiɔ́sɔ
892,tui,Tupuri,CM;TD,TUPB,true,Le Bible en Tupurri
3691,tui,Tupuri,CM;TD,TUP,true,Tupuri Bible
2657,tuv,Turkana,ET;KE;SS;UG,ABIBILIA,true,ABIBILIA NGAKIRO NAAJOKAK
1752,bov,Tuwuli,GH,bov,true,Tuwuli
1461,twi,Twi,,ASWDC,true,Twerɛ Kronkron
1631,twi,Twi,,AKNA,true,Akuapem Twi Nkwa Asɛm
1861,twi,Twi,,ASW,true,New Revised Asante Twi Bible
3439,twi,Twi,,ATWDB,true,KYERƐW KRONKRON
3440,twi,Twi,,RATB,true,KYERƐW KRONKRON
1921,kcg,Tyap,NG,TyapNT,true,A̠lyiat A̠gwaza na di̠n Tyap: A̠li̠ka̠uli A̠fai
917,udu,Uduk,ET;SD;SS,Udk,true,Uduk New Teatament and OT Portions
4307,ukq,Ukwa,NG,UKQ,true,Edisana Ŋwed Abasi Ukwa
2686,umb,Umbundu,AO;NA,EMB63,true,Embimbiliya - Bíblia Sagrada em Umbundu
2616,urh,Urhobo,NG,UBV77,true,BAIBOL ỌFUANFON NA RẸ ỌPHỌ RẸ AWANRE KUGBE ỌPHỌ ỌKPOKPỌ
3989,gel,ut-Ma’in,NG,UtMain,true,ut-Mai'n Scripture portions
1938,vag,Vagla,GH,vag,true,Vagla
2834,vai,Vai,LR;SL,ꕢꕌꔳ,true,ꕢꕌꔳ ꕺꖃ ꕯꕮꕊ
2994,mlr,Vame,CM,mlr,true,Vame
280,ven,Venda,BW;ZA;ZW,VEN98,true,BIVHILI KHETHWA Mafhungo Madifha
1742,bav,Vengo,CM,bav,true,Vengo (Babungo)
4566,ver,Verre,CM;NG,ver,true,KOBO BIBLE TRANSLATION
1221,vid,Vidunda,TZ,Chividunda,true,Ilagano Linyale kwa Wanhu Weng'ha na Ilagano lya Katali kuli Chividunda
2987,vif,Vili,AO;CG;GA,NTVIL,true,N’KANGULU WUMOONË
1812,vun,Vunjo,KE;TZ,KIVNT99,true,Kivunjo New Testament 1999
887,vut,Vute,CM;NG,NTV,true,Le Nouveau Testament en langue Vute
2395,wbi,Vwanji,TZ,wbi,true,ɄLʉfingo ʉLʉpia
4084,wja,Waja,NG,wja,true,Waja
2254,cou,Wamey,GN;SN,cou,true,Wamey
1788,mfi,Wandala,CM;NG,mfi,true,Wakita á Dadaamiya (wandala)
2656,lwg,Wanga,KE,OLUPR,true,IBIBILIA INDAKATIFU
2659,lwg,Wanga,KE,OLUDC,true,IBIBILIA INDAKATIFU DC
4574,lwg,Wanga,KE,OUV,true,IBIBULIA
4533,jub,Wannu,NG,WBTP,true,Afā Wanyɛnyɛ wu Nugé Wàpyóò
3641,wji,Warji,NG,WJI,true,Warji
3237,weh,Weh,CM,WEH,true,Kaa n Kəzə̀ n fəghə mə
3202,gaz,West Central Oromo,ET;SD,MacQul,true,Macaafa Qulqulluu Afaan Oromoo
3725,gaz,West Central Oromo,ET;SD,NOCV,true,ክታበ ቁልቁሉ፣ ሂካ አመያ ሃራ
4456,gaz,West Central Oromo,ET;SD,KQTAB,true,"Biblica® Katabbiiwwan Qulqulluu, Turjumaana Ammayyaa Banamaa 2024"
2949,lia,West-Central Limba,SL,LMBNT,true,Mȧyukunande Maŋama Maŋ
2435,krw,Western Krahn,CI;LR,KDNT,true,Ku̍o̍ Delee 1999
2380,fuh,Western Niger Fulfulde,BF;BJ;ML;NE;NG,FUH,true,"Fulfulde,  Niger West"
3205,wal,Wolaytta,ET,WOB,true,Wolaytta Bible
3448,wof,Wolof (Gambia),GM;SN,GWG,true,Linjil i Yesu Krista Suñu Borom bi 1907
3338,wol,Wolof (Senegal),GM;GW;ML;MR;SN,KY,true,Kàddug Yàlla
4633,wol,Wolof (Senegal),GM;GW;ML;MR;SN,TI,true,Téereb Injiil
2991,won,Wongo,CD,EJK2012,true,Rusang rusek rapunta
3478,wum,Wumbvu,CG;GA,WUM,true,Wumbu Kiwoyeti (wum) NT Portions
1940,wob,Wè Northern,CI,wob,true,Wè Northern
3182,xan,Xamtanga,ET,ኽምጣኣኪ,true,ኽምጣጘ ኣይር ኪዳን
281,xho,Xhosa,BW;LS;ZA,XHO75,true,IZIBHALO EZINGCWELE
282,xho,Xhosa,BW;LS;ZA,XHO96,true,IBHAYIBHILE
3526,xho,Xhosa,BW;LS;ZA,XHO1902A,true,"Incwadi Yeziba̔lo Ezingcwele 1864, 1902 (Xhosa Appleyard)"
3602,xho,Xhosa,BW;LS;ZA,CXB24,true,Contemporary Xhosa Bible 2024
3035,iyx,Yaka,CG,LLMI,true,Lilasina lilinyatii mu iyaa
3951,yaf,Yaka,AO;CD,YAF,true,Yaka NT
3079,yba,Yala,NG,YBASR,true,Ye̳ka Onīpīpē̳ Yī O̳wo̳
620,yal,Yalunka,GN;ML;SL;SN,Kitabuna,true,Kisin Kiraan Kitabuna
2992,yal,Yalunka,GN;ML;SL;SN,YAL,true,Yalunka Matthew 1907
1160,yam,Yamba,CM;NG,yam,true,Yamba
2257,yat,Yambeta,CM,yatDBL,true,Nɛsɔ́g nɛ́ Nɛwa
4521,yav,Yangben,CM,yav,true,Nikál Niikɔs
3929,yns,Yansi,CD,YNS,true,Bible Iyansi
1437,yao,Yao,MW;MZ;TZ;ZM,YAWO,true,Chiyawo Bible
2793,yao,Yao,MW;MZ;TZ;ZM,YBV,true,Lilangano lya Sambano
4122,yao,Yao,MW;MZ;TZ;ZM,YAO1880,true,Anjili Ja Mattayo 1880
938,yre,Yaouré,CI,yre,true,Yaouré
3238,ybb,Yemba,CM,ybb,true,Eka Eswhī
4131,jnj,Yemsa,ET,YemNTEth,true,ጋዶ ቴያ
4132,jnj,Yemsa,ET,YemsaNTL,true,Gaddo Teyya
3475,nzb,Yinzébi,CG;GA,NZB,true,Yinzebi NT Kiwoyeti
3564,gek,Yiwom,NG,GEK,true,Ywom NT Portions Luke
839,gud,Yocoboué Dida,CI,NTLD13,true,Le Nouveau Testament en langue Dida
1617,yom,Yombe,AO;CD;CG,YOM,true,"Nkanda Wu Moyo, Nguizani yimona ayi minkunga"
3928,yom,Yombe,AO;CD;CG,YOM-CD,true,Bible en Kiyombe
207,yor,Yoruba,BJ;NG,YCE,true,Yoruba Bible
911,yor,Yoruba,BJ;NG,BMYO,true,Bíbélì Mímọ́ ní Èdè Yorùbá Òde-Òní
2754,yor,Yoruba,BJ;NG,YBCV,true,Bibeli Mimọ
3771,zak,Zanaki,TZ,ZAK,true,Eriiragano Eriihya
2922,zne,Zande,CD;CF;SS,ZB1978,true,Ziazia kekeapai
4610,zne,Zande,CD;CF;SS,ZNE,true,Pazande Bible
2373,zaj,Zaramo / Zalamo,TZ,Kizalamo,true,Bibilia ya Kizalamo
2689,zaj,Zaramo / Zalamo,TZ,ZAM75,true,Lagano da Isambi
471,dhm,Zemba,AO;NA,DBNT,true,Etestamende Epe Moludhimba
1035,ziw,Zigula,TZ,ZiBT,true,Lagano hya
3489,zmb,Zimba,CD,ZMB,true,Zimba Nouveau Testament Portions
4227,zin,Zinza,TZ,ZIN,true,Endagano Eénsha omu Chiziinza
3153,gnd,Zulgo-Gemzek,CM,gnd,true,"Bible, Zulgo"
286,zul,Zulu,BW;LS;MZ;SZ;ZA,ZUL59,true,IBHAYIBHELI ELINGCWELE
3500,zul,Zulu,BW;LS;MZ;SZ;ZA,ZUL20,true,IsiZulu 2020
3603,zul,Zulu,BW;LS;MZ;SZ;ZA,ZuluNT,true,Baasraak Zulu New Testament Bible
3846,zul,Zulu,BW;LS;MZ;SZ;ZA,CZB24,true,Contemporary Zulu Bible 2024
1613,ewe,Éwé,GH;TG,AL,true,Agbenya La
2259,ewe,Éwé,GH;TG,EWERV,true,Biblia alo Ŋɔŋlɔ Kɔkɔe La Le Eʋegbe Me 1913
3306,ewe,Éwé,GH;TG,EB14,true,EƲEGBE BIBLIA
